"Name"	"Champion"	"Kind"	"Effect Text"
"Puncturing Taunt"	"Rammus"	""	"(Active): Rammus taunts a target enemy, reducing their armor and forcing them to attack Rammus for a few seconds.
Cooldown: 12 seconds
Range: 325


Cost: 50 / 60 / 70 / 80 / 90 mana
Armor Reduction: 10 / 15 / 20 / 25 / 30
Duration: 1 / 1.5 / 2 / 2.5 / 3 seconds"
"Tremors"	"Rammus"	""	"(Active): Rammus creates tremors beneath him for 8 seconds dealing magic damage to nearby units and structures each second. Rammus can move, attack and use other abilities while Tremors is in effect.
Cost: 120 mana
Cooldown: 60 seconds
Radius of AoE: 300


Magic Damage Per Second: 65 / 130 / 195 (+0.30 per ability power)
Maximum Magic Damage: 520 / 1040 / 1560 (+2.40 per ability power)"
"Reign of Anger"	"Renekton"	"Champion Passive"	"(Innate): When Renekton is below 50% health he generates 50% more fury from all sources."
"Cull the Meek"	"Renekton"	""	"(Active): Renekton swings his blade dealing physical damage to nearby enemies and healing for 5% of the damage dealt up to a cap. Heal amount is quadrupled against champions. Each target hit grants 5 Fury.
When Renekton has 50 or more Fury he deals 50% additional damage and heals for 10% of the damage dealt, the healing cap is tripled. Consumes 50 Fury. 

Cooldown: 8 seconds
Radius: 450 (estimate)


Physical Damage: 60 / 90 / 120 / 150 / 180 (+0.8 per bonus attack damage)
Healing Cap: 50 / 75 / 100 / 125 / 150
Fury Empowered Physical Damage: 90 / 135 / 180 / 225 / 270 (+1.2 per bonus attack damage)
Fury Empowered Healing Cap: 150 / 225 / 300 / 375 / 450"
"Ruthless Predator"	"Renekton"	""	"(Active): Renekton’s next attack will swing twice dealing physical damage and stunning his target for 0.75 seconds. Each hit applies on-hit effects.
When Renekton has 50 or more Fury his next attack will swing three times dealing physical damage and stunning his target for 1.5 seconds. Consumes 50 Fury.


Cooldown: 13 / 12 / 11 / 10 / 9 seconds
Physical Damage Per Swing: 5 / 15 / 25 / 35 / 45 (+0.75 per attack damage)"
"Slice and Dice"	"Renekton"	""	"Slice (Active): Renekton dashes forward, dealing physical damage to targets along the way. If he hits a target he gains the ability to use Dice for 4 seconds.
Range: 550 (estimate)


Cooldown: 18 / 17 / 16 / 15 / 14 seconds
Physical Damage: 30 / 60 / 90 / 120 / 150 (+0.9 per bonus attack damage)"
"Dominus"	"Renekton"	""	"(Active): Renekton empowers himself with dark energies, gaining increased size and health for 15 seconds. While empowered, he deals magic damage to nearby enemies and generates 5 Fury per second.
Cooldown: 120 seconds
Radius of AoE: 350


Health Gain: 300 / 450 / 600
Magic Damage Per Second: 40 / 70 / 100 (+0.1 per ability power)"
"Icathian Surprise"	"Kog'Maw"	"Champion Passive"	"(Innate): Upon dying, Kog'Maw starts a chain reaction in his body which allows him to move faster for 4 seconds and detonate at the end of the duration, dealing 100 + (25 x level) true damage to surrounding enemies."
"Caustic Spittle"	"Kog'Maw"	""	"(Passive): Permanently increases Kog'Maw's attack speed.
Attack Speed Bonus: 10 / 15 / 20 / 25 / 30 %"
"Bio-Arcane Barrage"	"Kog'Maw"	""	"(Active): For 8 seconds, Kog'Maw's autoattacks gain range and deal additional magic damage which is equal to a percentage of the target's max health. The damage caps at 100 against minions and monsters.
Cost: 50 mana
Cooldown: 17 seconds


Bonus Range: 130 / 150 / 170 / 190 / 210
Max Health to Damage Ratio: 2 / 3 / 4 / 5 / 6% (+1% per 100 ability power)"
"Void Ooze"	"Kog'Maw"	""	"(Active): Kog'Maw launches a projectile in a line in front of him which deals magic damage to all enemies it passes through and leaves a trail for 4 seconds which slows enemies who stand on it.
Cooldown: 12 seconds
Range: 1,000


Cost: 80 / 90 / 100 / 110 / 120 mana
Magic Damage: 60 / 110 / 160 / 210 / 260 (+0.7 per ability power)
Slow: 28 / 36 / 44 / 52 / 60 %"
"Living Artillery"	"Kog'Maw"	""	"(Active): Kog'Maw launches a living artillery shell to a target location at a great distance which falls after a 0.6 second delay, dealing magic damage to all enemies hit and revealing them for 4 seconds. It deals 2.5 times as much base damage to champions.
Each subsequent Living Artillery in the next 6 seconds after a cast will cost 40 additional mana, capping at 200 per cast.

Cost: 40 mana
Radius of AoE: 200


Cooldown: 2 / 1.5 / 1 second(s)
Magic Damage: 80 / 120 / 160   (+0.3 per ability power) (+0.5 per bonus attack damage)
Magic Damage to Champions: 200 / 300 / 400   (+0.3 per ability power) (+0.5 per bonus attack damage)

Range to Center of AoE: 1,400 / 1,800 / 2,200"
"Arcane Mastery"	"Ryze"	"Champion Passive"	"(Innate): When Ryze casts a spell, all other spells have their cooldown reduced by 1 second."
"Overload"	"Ryze"	""	"(Passive): Ryze gains cooldown reduction.
Cooldown Reduction: 2 / 4 / 6 / 8 / 10 %"
"Rune Prison"	"Ryze"	""	"(Active): Ryze snares an enemy unit, preventing movement. Upon casting, this spell also deals magic damage plus additional damage equal to 5% of Ryze's maximum mana.
Cooldown: 14 seconds
Range: 625


Cost: 80 / 95 / 110 / 125 / 140 mana
Magic Damage: 60 / 95 / 130 / 165 / 200 (+0.6 per ability power) (+5% of max mana)

Duration: 1 / 1.25 / 1.5 / 1.75 / 2 seconds"
"Spell Flux"	"Ryze"	""	"(Active): Ryze unleashes a bouncing orb of magical power which bounces to enemy units or himself, up to 5 times (for total of 6 hits). Each bounce deals magic damage and reduces the target's magic resistance for 5 seconds. If the orb bounces to Ryze himself, it will not decrease his magic resistance or deal damage.
Cooldown: 14 seconds
Range: 675


Cost: 60 / 75 / 90 / 105 / 120 mana
Magic Damage: 50 / 70 / 90 / 110 / 130 (+0.35 per ability power)
Magic Resist Reduction: 12 / 15 / 18 / 21 / 24"
"Desperate Power"	"Ryze"	""	"(Passive): Ryze gains bonus mana.
Bonus Mana: 75 / 150 / 225"
"Fury of the Dragonborn"	"Shyvana"	"Champion Passive"	"(Innate): Shyvana's autoattacks enhance her abilities."
"Twin Bite"	"Shyvana"	""	"(Active): Shyvana next autoattack will strike twice in one swift movement. The second attack will deal physical damage equal to a percentage of her total attack damage. Both attacks will trigger on-hit effects and Fury of the Dragonborn effects.
Dragon Form: Twin Bite will damage all units in front of Shyvana when she uses her next autottack instead of just her target. Each unit hit will be dealt on-hit effects and grant Fury twice.
Fury of the Dragonborn: Each auto attack reduces the cooldown by 0.5 seconds. This doesn't work on structures.


Cooldown: 10 / 9 / 8 / 7 / 6 seconds
Second Strike Damage: 80 / 85 / 90 / 95 / 100 % of attack damage"
"Burnout"	"Shyvana"	""	"(Active): During the next 3 seconds, Shyvana will deal magic damage each second to nearby enemies and her movement speed will be greatly increased. Shyvana's movement speed bonus itself will be reduced multiplicatively by 15% for every second that passes.
Dragon Form: Shyvana now scorches the earth where she walks, leaving a trail of fire for 5 seconds that will continually deal magic damage to enemies that pass over it.

 Cooldown: 12 seconds
 Radius of AoE: 325

Fury of the Dragonborn: Each auto attack extends the duration of Burnout by 1 second to a maximum of 6 extra seconds. This works on structures.


Magic Damage Per Second: 25 / 40 / 55 / 70 / 85 (+0.2 per bonus attack damage)
Initial Movement Speed Bonus: 30 / 35 / 40 / 45 / 50 %"
"Flame Breath"	"Shyvana"	""	"(Active): Shyvana unleashes a fireball forward in a line that affects the first enemy it hits, dealing magic damage to it and reducing its armor by 15% for 4 seconds.
Dragon Form: Flame Breath engulfs all units in a cone in front of Shyvana.

 Range: 925

Fury of the Dragonborn: Each autoattack that hits debuffed targets will deal 15% of the ability's damage as additional magic damage.


Cooldown: 12 / 11 / 10 / 9 / 8 seconds
Magic Damage: 80 / 125 / 170 / 215 / 260 (+0.6 per ability power)
Additional On-hit Magic Damage: 12 / 18.75 / 25.5 / 32.25 / 39 (+0.09 per ability power)"
"Dragon's Descent"	"Shyvana"	""	"(Passive): Shyvana reinforces her scales, increasing her armor and magic resistance. These defensive bonuses are doubled while in Dragon Form.
(Active): Shyvana transforms into a dragon and dashes to a target location. Enemies along her path take magic damage and are pushed toward her target location.

 Range: 1000 

This ability has no cooldown but to use it Shyvana needs 100 Fury. Shyvana generates 1 Fury every 1.5 seconds while in Human Form. While in Dragon Form, she will lose 6 fury every second and once the Fury bar is empty she will return to her normal state.
Fury of the Dragonborn: Each of her autottacks will generate 2 Fury. This will allow for Shyvana to prolong the duration of Dragon Form by attacking. This ability works on structures.


Passive Armor and Magic Resistance Bonus: 15 / 20 / 25
Magic Damage: 200 / 300 / 400 (+0.7 per ability power)"
"Carrion Renewal"	"Swain"	"Champion Passive"	"(Innate): Whenever Swain kills an enemy unit, he restores 9 (+1 per level) mana."
"Decrepify"	"Swain"	""	"(Active): Swain sends his raven to cripple an enemy, creating a tether between the enemy and the raven, which stays in the position Swain was upon cast. Over the next 3 seconds, the target takes damage each second and is slowed. If enemies walk out of the tether, the effect ends immediately.
Cooldown: 8 seconds
Range: 550
Leash range: 900 (estimate)


Cost: 60 / 70 / 80 / 90 / 100 mana
Magic Damage Per Second: 25 / 40 / 55 / 70 / 85 (+0.3 per ability power) 
Maximum Magic Damage: 75 / 120 / 165 / 210 / 255 (+0.9 per ability power)
Slow: 20 / 23 / 26 / 29 / 32 %"
"Nevermove"	"Swain"	""	"(Active): Swain marks a target area. After a short delay, mighty talons grab hold of enemy units, dealing damage and rooting them for 2 seconds.
Range: 900
Radius: 250 - 275 (estimate)


Cost: 80 / 90 / 100 / 110 / 120 mana
Cooldown: 18 / 16 / 14 / 12 / 10 seconds
Magic Damage: 80 / 120 / 160 / 200 / 240 (+0.7 per ability power)"
"Torment"	"Swain"	""	"(Active): Swain afflicts his target with debilitating pain dealing damage to them over 4 seconds, and causing any further damage dealt by Swain during this period to be increased by a percentage. This includes summoner spells and items used by Swain.
Cooldown: 10 seconds
Range: 625


Cost: 65 / 70 / 75 / 80 / 85 mana
Total Magic Damage: 75 / 115 / 155 / 195 / 235 (+0.8 per ability power)
Extra Damage Taken: 8 / 11 / 14 / 17 / 20 %"
"Ravenous Flock"	"Swain"	""	"(Toggle): Swain transforms into the form of a raven, during this time up to 3 lesser ravens strike out at nearby enemies each second, one raven per enemy and prioritizing champions. Swain is healed for 75% the damage dealt to champions and by 25% of the damage dealt to minions and monsters. The cost to sustain Ravenous Flock increases every second.
Initial cost: 25 mana
Cooldown: 10 seconds
Range: 700 (estimate)


Upkeep Cost: 5 / 7 / 9 additional mana each second
Magic Damage per Target: 50 / 70 / 90 (+0.2 per ability power)"
"Mercy"	"Talon"	"Champion Passive"	"(Innate): Talon's autoattacks deal 10% additional damage to any target that is slowed, stunned, immobilized or suppressed."
"Noxian Diplomacy"	"Talon"	""	"(Active): Talon's next autoattack within the next 6 seconds deals additional physical damage. If the target is a champion they will also bleed for 6 seconds, taking additional physical damage each second and revealing their location for the duration.
Cost: 40 / 45 / 50 / 55 / 60 mana
Cooldown: 8 / 7 / 6 / 5 / 4 seconds
Additional Physical Damage: 30 / 60 / 90 / 120 / 150 (+0.3 per bonus attack damage) 
Total DoT Damage: 18 / 36 / 54 / 72 / 90 (+1.2 per bonus attack damage)"
"Rake"	"Talon"	""	"(Active): Talon sends out a volley of daggers in a cone that then quickly return back to him, dealing physical damage to any enemies it passes through. Each enemy can only be damaged once at the start of the ability and once at the end. Additionally the enemy is slowed for 2 seconds, refreshing the duration of the slow if they are hit twice.
Cooldown: 10 seconds
Range: 600


Cost: 60 / 65 / 70 / 75 / 80 mana
Physical Damage Per Hit: 30 / 55 / 80 / 105 / 130 (+0.6 per bonus attack damage) 
Slow: 20 / 25 / 30 / 35 / 40 %"
"Cutthroat"	"Talon"	""	"(Active): Talon instantly appears behind his target, silencing them for 1 second and amplifying his damage against that target for 3 seconds.
Range: 700


Cost: 35 / 40 / 45 / 50 / 55 mana
Cooldown: 18 / 16 / 14 / 12 / 10 seconds
Damage Amplification: 3 / 6 / 9 / 12 / 15 %"
"Shadow Assault"	"Talon"	""	"(Active): Talon disperses a ring of blades outwards and gains stealth for up to 2.5 seconds while gaining 40% movement speed. When Talon emerges from stealth, the blades converge on his location. When the ring of blades expands and contracts, enemies hit receive physical damage. Each enemy can only be damaged once at the start of the ability and once at the end.
Radius of AoE: 500


Cost: 80 / 90 / 100 mana
Cooldown: 75 / 65 / 55 seconds
Physical Damage Per Hit: 120 / 190 / 260 (+0.9 per bonus attack damage)"
"Draw a Bead"	"Tristana"	"Champion Passive"	"(Innate): Tristana increases her autoattack range by 9 every time she levels up (does not include level one). At level 18, the bonus is 153 (703 total range)."
"Rapid Fire"	"Tristana"	""	"(Active): Increases Tristana's attack speed for 7 seconds.
Cost: 80 mana
Cooldown: 20 seconds


Attack Speed Boost: 30 / 45 / 60 / 75 / 90 %"
"Rocket Jump"	"Tristana"	""	"(Active): Tristana fires at the ground to propel herself to a target location, dealing magic damage and slowing surrounding units by 60% for 2.5 seconds when she lands. On kills or assists, Rocket Jump's cooldown resets.
Cost: 80 mana
Range to Center of AoE: 900
Radius of AoE:


Cooldown: 22 / 20 / 18 / 16 / 14 seconds
Magic Damage: 70 / 115 / 160 / 205 / 250 (+0.8 per ability power)"
"Explosive Shot"	"Tristana"	""	"(Passive):  Enemies explode when slain by Tristana's attacks, dealing magic damage to nearby enemies.
Radius:


Magic Damage: 50 / 75 / 100 / 125 / 150 (+0.25 per ability power)"
"Buster Shot"	"Tristana"	""	"(Active): Tristana fires a massive cannonball at an enemy unit, dealing magic damage and knocking them and surrounding units back.
Cost: 140 mana
Cooldown: 60 seconds
Range: 700
Knockback Force Width: 200


Magic Damage: 300 / 400 / 500 (+1.5 per ability power)
Knockback Distance: 600 / 800 / 1,000"
"Equilibrium"	"Veigar"	"Champion Passive"	"(Innate): Veigar's mana regen is increased by 0.75% for each 1% of mana he's missing."
"Baleful Strike"	"Veigar"	""	"(Passive): Veigar gains bonus ability power for each champion kill from any damage source.
Ability Power Gain Per Champion Kill: 1 / 2 / 3 / 4 / 5"
"Dark Matter"	"Veigar"	""	"(Active): Veigar calls a great mass of dark matter to fall from the sky to the target location, which lands after a 1.2 second delay, dealing magic damage.
Cooldown: 10 seconds
Range: 900
Radius: 225 (estimate)


Cost: 70 / 80 / 90 / 100 / 110 Mana
Magic Damage: 120 / 170 / 220 / 270 / 320 (+1.0 per ability power)"
"Event Horizon"	"Veigar"	""	"(Active): Veigar twists the edges of space around the target location for 3 seconds, stunning enemies who pass through the perimeter for a few seconds.
Range: 600
Radius: 425 (estimate)


Cost: 80 / 90 / 100 / 110 / 120 Mana
Cooldown: 20 / 19 / 18 / 17 / 16 seconds
Stun Duration: 1.5 / 1.75 / 2 / 2.25 / 2.5 seconds"
"Primordial Burst"	"Veigar"	""	"(Active): Blasts an enemy champion, dealing magic damage plus 80% of his target's ability power.
Range: 650


Cost: 125 / 175 / 225 Mana
Cooldown: 130 / 110 / 90 seconds
Magic Damage: 250 / 375 / 500 (+1.2 per ability power)"
"Night Hunter"	"Vayne"	"Champion Passive"	"(Innate): Vayne gains 30 flat movement speed when moving towards a nearby visible enemy champion.
Range: 2000"
"Tumble"	"Vayne"	""	"(Active): Vayne quickly rolls toward the cursor and enhances her next autoattack within 6 seconds to deal a percentage of her attack damage as bonus physical damage. This enhanced attack will not proc against structures.
Cost: 40 mana
Range: 250


Cooldown: 6 / 5 / 4 / 3 / 2 seconds
Bonus Physical Damage: 30 / 35 / 40 / 45 / 50 % of attack damage"
"Silver Bolts"	"Vayne"	""	"(Passive): Vayne's consecutive attacks and spell hits on a target will mark them with a silver ring. The third consecutive attack or spell hits against the same target will consume the rings, dealing true damage plus a percentage of the target's maximum health as additional true damage. Damage against monsters is capped at 200. The rings on a target are lost after 3 seconds of not attacking them or upon attacking a different target.
Base True Damage: 20 / 30 / 40 / 50 / 60
Max Health to Damage Ratio: 4 / 5 / 6 / 7 / 8 %"
"Condemn"	"Vayne"	""	"(Active): Vayne fires a huge bolt at her target, dealing physical damage and knocking them back. If they collide with terrain after being knocked back, they are dealt the same amount of physical damage again and are stunned  for 1.5 seconds. This ability also applies one ring of Silver Bolts.
Cost: 90 mana
Range: 450
Maximum Knockback distance: 470 (estimate)


Cooldown: 20 / 18 / 16 / 14 / 12 seconds
Physical Damage: 45 / 80 / 115 / 150 / 185 (+0.5 per bonus attack damage)"
"Final Hour"	"Vayne"	""	"(Active): Vayne increases her combat skills and improves her abilities for a few seconds. For the duration, Vayne is granted bonus attack damage and the bonus movement speed from Night Hunter is tripled. Additionally, she will stealth for 1 second after using Tumble.
Cooldown: 70 seconds
Cost: 80 mana


Duration: 8 / 10 / 12 seconds
Bonus Attack Damage: 25 / 40 / 55"
"Zaun-Touched Bolt Augmenter"	"Urgot"	"Champion Passive"	"(Innate): Urgot's autoattacks and Acid Hunter reduce all damage that his target deals by 15% for 2.5 seconds."
"Acid Hunter"	"Urgot"	""	"(Active): Urgot fires a missile in a line towards the cursor, dealing physical damage and applying his passive, although it does not apply other on-hit effects, to the first enemy it hits.
Missile-lock can be achieved by holding the cursor over target afflicted by Noxian Corrosive Charge. It will lock onto invisible units afflicted by Noxian Corrosive Charge including mushrooms, but it will not reveal targets hit.

Cost: 40 mana
Cooldown: 2 seconds
Range: 1000


Physical Damage: 10 / 40 / 70 / 100 / 130 (+0.85 per attack damage)"
"Terror Capacitor"	"Urgot"	""	"(Active): Urgot charges up his capacitor to gain a shield that absorbs damage for 7 seconds. While the shield is active, Urgot's autoattacks and Acid Hunter missiles will slow targets for 1.5 seconds.
Cost: 55 / 60 / 65 / 70 / 75 mana
Cooldown: 16 / 15 / 14 / 13 / 12 seconds
Shield Strength: 80 / 140 / 200 / 260 / 320 (+0.8 per ability power)
Slow: 20 / 25 / 30 / 35 / 40 %"
"Noxian Corrosive Charge"	"Urgot"	""	"(Active): Urgot launches a corrosive charge at a target location, afflicting all targets hit. Enemies afflicted by the charge have reduced armor and will take physical damage over 5 seconds.
Cooldown: 11 seconds
Range To Center Of AoE: 950
Radius:


Cost: 50 / 55 / 60 / 65 / 70 mana
Total Physical Damage: 75 / 130 / 185 / 240 / 295 (+0.6 per bonus attack damage)
Armor Reduction: 12 / 14 / 16 / 18 / 20 %"
"Hyper-Kinetic Position Reverser"	"Urgot"	""	"(Active): Urgot targets an enemy champion and channels for 1 second, suppressing the target for the duration. After the channel, Urgot and the target will swap positions and the target will be slowed by 40% for 3 seconds. Urgot will gain bonus armor and magic resistance for 5 seconds starting from the beginning of the channel time.
Cost: 120 mana
Cooldown: 120 seconds


Range: 700 / 775 / 850
Bonus Armor &amp; Magic Resist: 80 / 105 / 130"
"Ascended Form"	"Xerath"	"Champion Passive"	"(Innate): Xerath receives 15% of his ability power as bonus armor."
"Arcanopulse"	"Xerath"	""	"(Active): Fires a long-range beam of energy in a line after a short delay, dealing magic damage to all targets hit.
Range: 900/1300
Width: 100


Cost: 65 / 70 / 75 / 80 / 85 mana
Damage: 75 / 115 / 155 / 195 / 235 (+0.6 per ability power)
Cooldown: 7 / 6.5 / 6 / 5.5 / 5 seconds"
"Locus of Power"	"Xerath"	""	"(Active): Xerath anchors himself to the ground he is standing on for up to 8 seconds, increasing the range of all his spells and granting him bonus magic penetration. Upon disabling this ability, Xerath gains 35% movement speed for 2 seconds. He can deactivate the ability at any time after 0.5 seconds of casting it.
 No cost


Cooldown: 20 / 16 / 12 / 8 / 4 seconds
Bonus Magic Penetration: 10 / 15 / 20 / 25 / 30 %"
"Mage Chains"	"Xerath"	""	"(Active): Deals magic damage to an enemy and marks them with Unstable Magic for 3 seconds. The next spell Xerath strikes this enemy with in these 3 seconds will stun them for 1.5 seconds.
 Range: 600/1000


Cost: 70 / 75 / 80 / 85 / 90 mana
Cooldown: 12 / 11 / 10 / 9 / 8 seconds
Magic Damage: 70 / 120 / 170 / 220 / 270 (+0.7 per ability power)"
"Arcane Barrage"	"Xerath"	""	"(Active): Calls down a blast of arcane energy, dealing magic damage to all enemies in an area. May be cast another two times, with no cost, within the next 12 seconds before going on cooldown.
 Range: 900/1300
 Effect radius: 200
 Sight radius: 300


Cost: 150 / 180 / 210 mana
Cooldown: 80 / 70 / 60 seconds
Magic Damage Per Cast: 125 / 200 / 275 (+0.6 per ability power)"
"Junkyard Titan"	"Rumble"	"Champion Passive"	"(Innate): When Rumble reaches 100 heat he overheats, silencing himself for 6 seconds to cooldown completely and causing his basic attacks to deal an additional 20 + (5 x level) + (0.3 per ability power) magic damage for the duration."
"Flamespitter"	"Rumble"	""	"(Active): Rumble activates his flamethrower for three seconds dealing magic damage to all units in a cone in front of him every half-second. Flamespitter only deals half damage to minions. He can move, attack and use other abilities while the flamethrower is on.
While in the ""Danger Zone"", this spell deals 30% additional damage.

Cooldown: 6 seconds
Range: 600


Magic Damage Per Second: 30 / 60 / 90 / 120 / 150 (+0.45 per ability power)"
"Scrap Shield"	"Rumble"	""	"(Active): Rumble creates a shield blocking incoming damage for 2 seconds, in addition Rumble receives a movement speed boost for 1 second.
While in the ""Danger Zone"", the shield’s strength and movement speed boost are increased by 30%.

Cooldown: 6 seconds


Shield Strength: 50 / 80 / 110 / 140 / 170 (+0.4 per ability power)
Movement Speed: 10 / 15 / 20 / 25 / 30 %"
"Electro-Harpoon"	"Rumble"	""	"(Active): Rumble shoots a taser that deals magic damage and applies a slow on the first enemy it hit for 3 seconds. A second shot can be fired for no additional cost within the next three seconds, even if Rumble overheats. If the second taser slows an enemy that has been slowed by the first, the slow is refreshed and its movement speed reduction is doubled.
While in the ""Danger Zone"", the damage and slow percentage are increased by 30%.

Cooldown: 10 seconds
Range: 1000


Magic Damage: 55 / 85 / 115 / 145 / 175 (+0.5 per ability power)
Initial Slow: 15 / 20 / 25 / 30 / 35 %"
"The Equalizer"	"Rumble"	""	"(Active): Rumble calls down a line of rockets over the target linear location, using a click and drag targeting system. The rockets deal initial magic damage to all enemies hit on arrival, and also leave a trail of destruction for 5 seconds that slows by 35% and deals magic damage every second to all enemies standing on the area.
Range: 1700
Wall length: 1000 (estimate)


Cooldown: 105 / 90 / 75 seconds
Initial Magic Damage: 150 / 225 / 300 (+0.5 per ability power)
Area Magic Damage Per Second: 100 / 140 / 180 (+0.2 per ability power)"
